Item,Price,Date
"Ketchup, 1 litre",2.29,1995-11-01
"Sugar, white, 2 kilograms",1.97,1995-11-01
"Coffee, roasted, 300 grams",3.86,1995-11-01
"Coffee, instant, 200 grams",6.62,1995-11-01
Tea (72 bags),2.68,1995-11-01
"Cooking or salad oil, 1 litre",3.06,1995-11-01
"Soup, canned, 284 millilitres",0.73,1995-11-01
"Baby food, 128 millilitres",0.53,1995-11-01
"Peanut butter, 500 grams",2.62,1995-11-01
Paper towels (2 rolls),1.58,1995-11-01
Facial tissue (200 tissues),1.49,1995-11-01
Bathroom tissue (4 rolls),1.97,1995-11-01
"Shampoo, 300 millilitres",2.99,1995-11-01
"Deodorant, 60 grams",2.77,1995-11-01
"Toothpaste, 100 millilitres",1.32,1995-11-01
Cigarettes (200),31.17,1995-11-01
,,1995-12-01
"Round steak, 1 kilogram",9.88,1995-12-01
"Sirloin steak, 1 kilogram",11.1,1995-12-01
"Prime rib roast, 1 kilogram",11.71,1995-12-01
"Blade roast, 1 kilogram",6.94,1995-12-01
"Stewing beef, 1 kilogram",7.19,1995-12-01
"Ground beef, 1 kilogram",3.77,1995-12-01
"Pork chops, 1 kilogram",8.73,1995-12-01
"Chicken, 1 kilogram",3.75,1995-12-01
"Bacon, 500 grams",2.97,1995-12-01
"Wieners, 450 grams",2.5,1995-12-01
"Canned salmon, 213 grams",3.66,1995-12-01
"Homogenized milk, 4 litres",,1995-12-01
"Partly skimmed milk, 4 litres",,1995-12-01
"Butter, 454 grams",2.87,1995-12-01
"Processed cheese slices, 250 grams",2.59,1995-12-01
"Evaporated milk, 385 millilitres",1.03,1995-12-01
"Eggs, 1 dozen",1.63,1995-12-01
"Bread, 675 grams",1.3,1995-12-01
"Soda crackers, 450 grams",2.06,1995-12-01
"Macaroni, 500 grams",0.99,1995-12-01
"Flour, 2.5 kilograms",3.35,1995-12-01
"Corn flakes, 675 grams",3.11,1995-12-01
"Apples, 1 kilogram",2.12,1995-12-01
"Bananas, 1 kilogram",1.17,1995-12-01
"Oranges, 1 kilogram",1.69,1995-12-01
"Apple juice, 1.36 litres",1.7,1995-12-01
"Orange juice, 1 litre",1.67,1995-12-01
"Carrots, 1 kilogram",1.04,1995-12-01
"Mushrooms, 1 kilogram",5.75,1995-12-01
"Onions, 1 kilogram",0.92,1995-12-01
"Potatoes, 4.54 kilograms",2.59,1995-12-01
"French fried potatoes, frozen, 1 kilogram",1.7,1995-12-01
"Baked beans, canned, 398 millilitres",0.82,1995-12-01
"Tomatoes, canned, 796 millilitres",1.24,1995-12-01
"Tomato juice, 1.36 litres",1.41,1995-12-01
"Ketchup, 1 litre",2.29,1995-12-01
"Sugar, white, 2 kilograms",1.99,1995-12-01
"Coffee, roasted, 300 grams",3.78,1995-12-01
"Coffee, instant, 200 grams",6.61,1995-12-01
Tea (72 bags),2.67,1995-12-01
"Cooking or salad oil, 1 litre",3.12,1995-12-01
"Soup, canned, 284 millilitres",0.75,1995-12-01
"Baby food, 128 millilitres",0.53,1995-12-01
"Peanut butter, 500 grams",2.62,1995-12-01
Paper towels (2 rolls),1.63,1995-12-01
Facial tissue (200 tissues),1.49,1995-12-01
Bathroom tissue (4 rolls),1.99,1995-12-01
"Shampoo, 300 millilitres",2.95,1995-12-01
"Deodorant, 60 grams",2.82,1995-12-01
"Toothpaste, 100 millilitres",1.33,1995-12-01
Cigarettes (200),31.18,1995-12-01
,,1996-01-01
"Round steak, 1 kilogram",9.63,1996-01-01
"Sirloin steak, 1 kilogram",11.09,1996-01-01
"Prime rib roast, 1 kilogram",11.92,1996-01-01
"Blade roast, 1 kilogram",6.67,1996-01-01
"Stewing beef, 1 kilogram",6.76,1996-01-01
"Ground beef, 1 kilogram",3.74,1996-01-01
"Pork chops, 1 kilogram",8.95,1996-01-01
"Chicken, 1 kilogram",3.83,1996-01-01
"Bacon, 500 grams",3.02,1996-01-01
"Wieners, 450 grams",2.55,1996-01-01
"Canned salmon, 213 grams",3.72,1996-01-01
"Homogenized milk, 4 litres",,1996-01-01
"Partly skimmed milk, 4 litres",,1996-01-01
"Butter, 454 grams",2.87,1996-01-01
"Processed cheese slices, 250 grams",2.59,1996-01-01
"Evaporated milk, 385 millilitres",1.03,1996-01-01
"Eggs, 1 dozen",1.63,1996-01-01
"Bread, 675 grams",1.29,1996-01-01
"Soda crackers, 450 grams",1.93,1996-01-01
"Macaroni, 500 grams",0.98,1996-01-01
"Flour, 2.5 kilograms",3.4,1996-01-01
"Corn flakes, 675 grams",3.05,1996-01-01
"Apples, 1 kilogram",2.19,1996-01-01
"Bananas, 1 kilogram",1.19,1996-01-01
"Oranges, 1 kilogram",1.5,1996-01-01
"Apple juice, 1.36 litres",1.7,1996-01-01
"Orange juice, 1 litre",1.69,1996-01-01
"Carrots, 1 kilogram",1.07,1996-01-01
"Mushrooms, 1 kilogram",5.7,1996-01-01
"Onions, 1 kilogram",0.9,1996-01-01
"Potatoes, 4.54 kilograms",2.58,1996-01-01
"French fried potatoes, frozen, 1 kilogram",1.69,1996-01-01
"Baked beans, canned, 398 millilitres",0.8,1996-01-01
"Tomatoes, canned, 796 millilitres",1.23,1996-01-01
"Tomato juice, 1.36 litres",1.43,1996-01-01
"Ketchup, 1 litre",2.29,1996-01-01
"Sugar, white, 2 kilograms",2.0,1996-01-01
"Coffee, roasted, 300 grams",3.8,1996-01-01
"Coffee, instant, 200 grams",6.52,1996-01-01
Tea (72 bags),2.7,1996-01-01
"Cooking or salad oil, 1 litre",3.11,1996-01-01
"Soup, canned, 284 millilitres",0.74,1996-01-01
"Baby food, 128 millilitres",0.52,1996-01-01
"Peanut butter, 500 grams",2.61,1996-01-01
Paper towels (2 rolls),1.66,1996-01-01
Facial tissue (200 tissues),1.51,1996-01-01
Bathroom tissue (4 rolls),1.99,1996-01-01
"Shampoo, 300 millilitres",2.92,1996-01-01
"Deodorant, 60 grams",2.74,1996-01-01
"Toothpaste, 100 millilitres",1.36,1996-01-01
Cigarettes (200),31.19,1996-01-01
,,1996-02-01
"Round steak, 1 kilogram",9.96,1996-02-01
"Sirloin steak, 1 kilogram",11.36,1996-02-01
"Prime rib roast, 1 kilogram",11.31,1996-02-01
"Blade roast, 1 kilogram",6.64,1996-02-01
"Stewing beef, 1 kilogram",6.76,1996-02-01
"Ground beef, 1 kilogram",3.75,1996-02-01
"Pork chops, 1 kilogram",9.03,1996-02-01
"Chicken, 1 kilogram",3.81,1996-02-01
"Bacon, 500 grams",3.07,1996-02-01
"Wieners, 450 grams",2.51,1996-02-01
"Canned salmon, 213 grams",3.67,1996-02-01
"Homogenized milk, 4 litres",,1996-02-01
"Partly skimmed milk, 4 litres",,1996-02-01
"Butter, 454 grams",2.86,1996-02-01
"Processed cheese slices, 250 grams",2.62,1996-02-01
"Evaporated milk, 385 millilitres",1.03,1996-02-01
"Eggs, 1 dozen",1.64,1996-02-01
"Bread, 675 grams",1.31,1996-02-01
"Soda crackers, 450 grams",2.0,1996-02-01
"Macaroni, 500 grams",0.98,1996-02-01
"Flour, 2.5 kilograms",3.44,1996-02-01
"Corn flakes, 675 grams",3.03,1996-02-01
"Apples, 1 kilogram",2.26,1996-02-01
"Bananas, 1 kilogram",1.28,1996-02-01
"Oranges, 1 kilogram",1.57,1996-02-01
"Apple juice, 1.36 litres",1.72,1996-02-01
"Orange juice, 1 litre",1.69,1996-02-01
"Carrots, 1 kilogram",1.09,1996-02-01
"Mushrooms, 1 kilogram",5.74,1996-02-01
"Onions, 1 kilogram",0.94,1996-02-01
"Potatoes, 4.54 kilograms",2.53,1996-02-01
"French fried potatoes, frozen, 1 kilogram",1.69,1996-02-01
"Baked beans, canned, 398 millilitres",0.8,1996-02-01
"Tomatoes, canned, 796 millilitres",1.22,1996-02-01
"Tomato juice, 1.36 litres",1.46,1996-02-01
"Ketchup, 1 litre",2.31,1996-02-01
"Sugar, white, 2 kilograms",2.0,1996-02-01
"Coffee, roasted, 300 grams",3.64,1996-02-01
"Coffee, instant, 200 grams",6.52,1996-02-01
Tea (72 bags),2.71,1996-02-01
"Cooking or salad oil, 1 litre",3.11,1996-02-01
"Soup, canned, 284 millilitres",0.73,1996-02-01
"Baby food, 128 millilitres",0.53,1996-02-01
"Peanut butter, 500 grams",2.62,1996-02-01
Paper towels (2 rolls),1.67,1996-02-01
Facial tissue (200 tissues),1.5,1996-02-01
Bathroom tissue (4 rolls),1.99,1996-02-01
"Shampoo, 300 millilitres",2.99,1996-02-01
"Deodorant, 60 grams",2.72,1996-02-01
"Toothpaste, 100 millilitres",1.29,1996-02-01
Cigarettes (200),31.2,1996-02-01
,,1996-03-01
"Round steak, 1 kilogram",9.46,1996-03-01
"Sirloin steak, 1 kilogram",10.95,1996-03-01
"Prime rib roast, 1 kilogram",11.41,1996-03-01
"Blade roast, 1 kilogram",6.56,1996-03-01
"Stewing beef, 1 kilogram",6.84,1996-03-01
"Ground beef, 1 kilogram",3.73,1996-03-01
"Pork chops, 1 kilogram",8.93,1996-03-01
"Chicken, 1 kilogram",3.94,1996-03-01
"Bacon, 500 grams",3.11,1996-03-01
"Wieners, 450 grams",2.45,1996-03-01
"Canned salmon, 213 grams",3.64,1996-03-01
"Homogenized milk, 4 litres",,1996-03-01
"Partly skimmed milk, 4 litres",,1996-03-01
"Butter, 454 grams",2.88,1996-03-01
"Processed cheese slices, 250 grams",2.64,1996-03-01
"Evaporated milk, 385 millilitres",1.03,1996-03-01
"Eggs, 1 dozen",1.67,1996-03-01
"Bread, 675 grams",1.31,1996-03-01
"Soda crackers, 450 grams",2.0,1996-03-01
"Macaroni, 500 grams",0.99,1996-03-01
"Flour, 2.5 kilograms",3.44,1996-03-01
"Corn flakes, 675 grams",2.96,1996-03-01
"Apples, 1 kilogram",2.28,1996-03-01
"Bananas, 1 kilogram",1.44,1996-03-01
"Oranges, 1 kilogram",1.63,1996-03-01
"Apple juice, 1.36 litres",1.71,1996-03-01
"Orange juice, 1 litre",1.64,1996-03-01
"Carrots, 1 kilogram",1.13,1996-03-01
"Mushrooms, 1 kilogram",5.6,1996-03-01
"Onions, 1 kilogram",0.9,1996-03-01
"Potatoes, 4.54 kilograms",2.53,1996-03-01
"French fried potatoes, frozen, 1 kilogram",1.7,1996-03-01
"Baked beans, canned, 398 millilitres",0.79,1996-03-01
"Tomatoes, canned, 796 millilitres",1.2,1996-03-01
"Tomato juice, 1.36 litres",1.46,1996-03-01
"Ketchup, 1 litre",2.31,1996-03-01
"Sugar, white, 2 kilograms",2.03,1996-03-01
"Coffee, roasted, 300 grams",3.49,1996-03-01
"Coffee, instant, 200 grams",6.36,1996-03-01
Tea (72 bags),2.72,1996-03-01
"Cooking or salad oil, 1 litre",3.11,1996-03-01
"Soup, canned, 284 millilitres",0.73,1996-03-01
"Baby food, 128 millilitres",0.52,1996-03-01
"Peanut butter, 500 grams",2.56,1996-03-01
Paper towels (2 rolls),1.72,1996-03-01
Facial tissue (200 tissues),1.53,1996-03-01
Bathroom tissue (4 rolls),1.96,1996-03-01
"Shampoo, 300 millilitres",2.98,1996-03-01
"Deodorant, 60 grams",2.75,1996-03-01
"Toothpaste, 100 millilitres",1.31,1996-03-01
Cigarettes (200),31.21,1996-03-01
,,1996-04-01
"Round steak, 1 kilogram",9.94,1996-04-01
"Sirloin steak, 1 kilogram",10.95,1996-04-01
"Prime rib roast, 1 kilogram",11.25,1996-04-01
"Blade roast, 1 kilogram",6.56,1996-04-01
"Stewing beef, 1 kilogram",6.84,1996-04-01
"Ground beef, 1 kilogram",3.77,1996-04-01
"Pork chops, 1 kilogram",9.03,1996-04-01
"Chicken, 1 kilogram",3.94,1996-04-01
"Bacon, 500 grams",3.12,1996-04-01
"Wieners, 450 grams",2.45,1996-04-01
"Canned salmon, 213 grams",3.59,1996-04-01
"Homogenized milk, 4 litres",,1996-04-01
"Partly skimmed milk, 4 litres",,1996-04-01
"Butter, 454 grams",2.86,1996-04-01
"Processed cheese slices, 250 grams",2.65,1996-04-01
"Evaporated milk, 385 millilitres",1.02,1996-04-01
"Eggs, 1 dozen",1.66,1996-04-01
"Bread, 675 grams",1.29,1996-04-01
"Soda crackers, 450 grams",2.03,1996-04-01
"Macaroni, 500 grams",1.01,1996-04-01
"Flour, 2.5 kilograms",3.47,1996-04-01
"Corn flakes, 675 grams",2.98,1996-04-01
"Apples, 1 kilogram",2.24,1996-04-01
"Bananas, 1 kilogram",1.34,1996-04-01
"Oranges, 1 kilogram",1.77,1996-04-01
"Apple juice, 1.36 litres",1.69,1996-04-01
"Orange juice, 1 litre",1.61,1996-04-01
"Carrots, 1 kilogram",1.32,1996-04-01
"Mushrooms, 1 kilogram",5.83,1996-04-01
"Onions, 1 kilogram",0.88,1996-04-01
"Potatoes, 4.54 kilograms",2.57,1996-04-01
"French fried potatoes, frozen, 1 kilogram",1.71,1996-04-01
"Baked beans, canned, 398 millilitres",0.79,1996-04-01
"Tomatoes, canned, 796 millilitres",1.21,1996-04-01
"Tomato juice, 1.36 litres",1.44,1996-04-01
"Ketchup, 1 litre",2.31,1996-04-01
"Sugar, white, 2 kilograms",2.05,1996-04-01
"Coffee, roasted, 300 grams",3.45,1996-04-01
"Coffee, instant, 200 grams",6.32,1996-04-01
Tea (72 bags),2.75,1996-04-01
"Cooking or salad oil, 1 litre",3.11,1996-04-01
"Soup, canned, 284 millilitres",0.74,1996-04-01
"Baby food, 128 millilitres",0.52,1996-04-01
"Peanut butter, 500 grams",2.62,1996-04-01
Paper towels (2 rolls),1.76,1996-04-01
Facial tissue (200 tissues),1.53,1996-04-01
Bathroom tissue (4 rolls),1.91,1996-04-01
"Shampoo, 300 millilitres",2.98,1996-04-01
"Deodorant, 60 grams",2.8,1996-04-01
"Toothpaste, 100 millilitres",1.26,1996-04-01
Cigarettes (200),31.22,1996-04-01
,,1996-05-01
"Round steak, 1 kilogram",9.65,1996-05-01
"Sirloin steak, 1 kilogram",10.74,1996-05-01
"Prime rib roast, 1 kilogram",11.34,1996-05-01
"Blade roast, 1 kilogram",6.55,1996-05-01
"Stewing beef, 1 kilogram",6.82,1996-05-01
"Ground beef, 1 kilogram",3.67,1996-05-01
"Pork chops, 1 kilogram",9.25,1996-05-01
"Chicken, 1 kilogram",3.86,1996-05-01
"Bacon, 500 grams",3.22,1996-05-01
"Wieners, 450 grams",2.38,1996-05-01
"Canned salmon, 213 grams",3.62,1996-05-01
"Homogenized milk, 4 litres",,1996-05-01
"Partly skimmed milk, 4 litres",,1996-05-01
"Butter, 454 grams",2.84,1996-05-01
"Processed cheese slices, 250 grams",2.64,1996-05-01
"Evaporated milk, 385 millilitres",1.03,1996-05-01
"Eggs, 1 dozen",1.67,1996-05-01
"Bread, 675 grams",1.29,1996-05-01
"Soda crackers, 450 grams",2.04,1996-05-01
"Macaroni, 500 grams",1.03,1996-05-01
"Flour, 2.5 kilograms",3.48,1996-05-01
"Corn flakes, 675 grams",2.98,1996-05-01
"Apples, 1 kilogram",2.28,1996-05-01
"Bananas, 1 kilogram",1.34,1996-05-01
"Oranges, 1 kilogram",1.79,1996-05-01
"Apple juice, 1.36 litres",1.71,1996-05-01
"Orange juice, 1 litre",1.66,1996-05-01
"Carrots, 1 kilogram",1.41,1996-05-01
"Mushrooms, 1 kilogram",5.46,1996-05-01
"Onions, 1 kilogram",0.88,1996-05-01
"Potatoes, 4.54 kilograms",2.79,1996-05-01
"French fried potatoes, frozen, 1 kilogram",1.72,1996-05-01
"Baked beans, canned, 398 millilitres",0.77,1996-05-01
"Tomatoes, canned, 796 millilitres",1.2,1996-05-01
"Tomato juice, 1.36 litres",1.45,1996-05-01
"Ketchup, 1 litre",2.25,1996-05-01
"Sugar, white, 2 kilograms",2.06,1996-05-01
"Coffee, roasted, 300 grams",3.45,1996-05-01
"Coffee, instant, 200 grams",6.31,1996-05-01
Tea (72 bags),2.86,1996-05-01
"Cooking or salad oil, 1 litre",3.15,1996-05-01
"Soup, canned, 284 millilitres",0.73,1996-05-01
"Baby food, 128 millilitres",0.53,1996-05-01
"Peanut butter, 500 grams",2.6,1996-05-01
Paper towels (2 rolls),1.73,1996-05-01
Facial tissue (200 tissues),1.51,1996-05-01
Bathroom tissue (4 rolls),1.89,1996-05-01
"Shampoo, 300 millilitres",3.01,1996-05-01
"Deodorant, 60 grams",2.76,1996-05-01
"Toothpaste, 100 millilitres",1.31,1996-05-01
Cigarettes (200),31.55,1996-05-01
,,1996-06-01
"Round steak, 1 kilogram",9.65,1996-06-01
"Sirloin steak, 1 kilogram",11.04,1996-06-01
"Prime rib roast, 1 kilogram",11.69,1996-06-01
"Blade roast, 1 kilogram",6.17,1996-06-01
"Stewing beef, 1 kilogram",6.68,1996-06-01
"Ground beef, 1 kilogram",3.63,1996-06-01
"Pork chops, 1 kilogram",9.95,1996-06-01
"Chicken, 1 kilogram",3.98,1996-06-01
"Bacon, 500 grams",3.47,1996-06-01
"Wieners, 450 grams",2.34,1996-06-01
"Canned salmon, 213 grams",3.63,1996-06-01
"Homogenized milk, 4 litres",,1996-06-01
"Partly skimmed milk, 4 litres",,1996-06-01
"Butter, 454 grams",2.84,1996-06-01
"Processed cheese slices, 250 grams",2.6,1996-06-01
"Evaporated milk, 385 millilitres",1.04,1996-06-01
"Eggs, 1 dozen",1.69,1996-06-01
"Bread, 675 grams",1.3,1996-06-01
"Soda crackers, 450 grams",2.02,1996-06-01
"Macaroni, 500 grams",1.03,1996-06-01
"Flour, 2.5 kilograms",3.62,1996-06-01
"Corn flakes, 675 grams",2.91,1996-06-01
"Apples, 1 kilogram",2.35,1996-06-01
"Bananas, 1 kilogram",1.27,1996-06-01
"Oranges, 1 kilogram",1.9,1996-06-01
"Apple juice, 1.36 litres",1.74,1996-06-01
"Orange juice, 1 litre",1.62,1996-06-01
"Carrots, 1 kilogram",1.39,1996-06-01
"Mushrooms, 1 kilogram",5.62,1996-06-01
"Onions, 1 kilogram",0.96,1996-06-01
"Potatoes, 4.54 kilograms",3.46,1996-06-01
"French fried potatoes, frozen, 1 kilogram",1.67,1996-06-01
"Baked beans, canned, 398 millilitres",0.8,1996-06-01
"Tomatoes, canned, 796 millilitres",1.2,1996-06-01
"Tomato juice, 1.36 litres",1.47,1996-06-01
"Ketchup, 1 litre",2.26,1996-06-01
"Sugar, white, 2 kilograms",2.07,1996-06-01
"Coffee, roasted, 300 grams",3.45,1996-06-01
"Coffee, instant, 200 grams",6.07,1996-06-01
Tea (72 bags),2.88,1996-06-01
"Cooking or salad oil, 1 litre",3.07,1996-06-01
"Soup, canned, 284 millilitres",0.75,1996-06-01
"Baby food, 128 millilitres",0.53,1996-06-01
"Peanut butter, 500 grams",2.58,1996-06-01
Paper towels (2 rolls),1.7,1996-06-01
Facial tissue (200 tissues),1.48,1996-06-01
Bathroom tissue (4 rolls),1.85,1996-06-01
"Shampoo, 300 millilitres",3.0,1996-06-01
"Deodorant, 60 grams",2.76,1996-06-01
"Toothpaste, 100 millilitres",1.3,1996-06-01
Cigarettes (200),31.59,1996-06-01
,,1996-07-01
"Round steak, 1 kilogram",9.32,1996-07-01
"Sirloin steak, 1 kilogram",10.59,1996-07-01
"Prime rib roast, 1 kilogram",11.89,1996-07-01
"Blade roast, 1 kilogram",6.11,1996-07-01
"Stewing beef, 1 kilogram",6.71,1996-07-01
"Ground beef, 1 kilogram",3.57,1996-07-01
"Pork chops, 1 kilogram",9.28,1996-07-01
"Chicken, 1 kilogram",4.09,1996-07-01
"Bacon, 500 grams",3.58,1996-07-01
"Wieners, 450 grams",2.33,1996-07-01
"Canned salmon, 213 grams",3.62,1996-07-01
"Homogenized milk, 4 litres",,1996-07-01
"Partly skimmed milk, 4 litres",,1996-07-01
"Butter, 454 grams",2.84,1996-07-01
"Processed cheese slices, 250 grams",2.62,1996-07-01
"Evaporated milk, 385 millilitres",1.04,1996-07-01
"Eggs, 1 dozen",1.72,1996-07-01
"Bread, 675 grams",1.31,1996-07-01
"Soda crackers, 450 grams",2.01,1996-07-01
"Macaroni, 500 grams",1.03,1996-07-01
"Flour, 2.5 kilograms",3.68,1996-07-01
"Corn flakes, 675 grams",2.91,1996-07-01
"Apples, 1 kilogram",2.41,1996-07-01
"Bananas, 1 kilogram",1.28,1996-07-01
"Oranges, 1 kilogram",1.92,1996-07-01
"Apple juice, 1.36 litres",1.7,1996-07-01
"Orange juice, 1 litre",1.63,1996-07-01
"Carrots, 1 kilogram",1.35,1996-07-01
"Mushrooms, 1 kilogram",5.42,1996-07-01
"Onions, 1 kilogram",1.01,1996-07-01
"Potatoes, 4.54 kilograms",4.01,1996-07-01
"French fried potatoes, frozen, 1 kilogram",1.66,1996-07-01
"Baked beans, canned, 398 millilitres",0.79,1996-07-01
"Tomatoes, canned, 796 millilitres",1.21,1996-07-01
"Tomato juice, 1.36 litres",1.48,1996-07-01
"Ketchup, 1 litre",2.23,1996-07-01
"Sugar, white, 2 kilograms",2.05,1996-07-01
"Coffee, roasted, 300 grams",3.49,1996-07-01
"Coffee, instant, 200 grams",6.09,1996-07-01
Tea (72 bags),2.88,1996-07-01
"Cooking or salad oil, 1 litre",3.05,1996-07-01
"Soup, canned, 284 millilitres",0.75,1996-07-01
"Baby food, 128 millilitres",0.52,1996-07-01
"Peanut butter, 500 grams",2.58,1996-07-01
Paper towels (2 rolls),1.66,1996-07-01
Facial tissue (200 tissues),1.46,1996-07-01
Bathroom tissue (4 rolls),1.82,1996-07-01
"Shampoo, 300 millilitres",2.88,1996-07-01
"Deodorant, 60 grams",2.78,1996-07-01
"Toothpaste, 100 millilitres",1.28,1996-07-01
Cigarettes (200),31.47,1996-07-01
,,1996-08-01
"Round steak, 1 kilogram",9.37,1996-08-01
"Sirloin steak, 1 kilogram",10.74,1996-08-01
"Prime rib roast, 1 kilogram",11.7,1996-08-01
"Blade roast, 1 kilogram",5.97,1996-08-01
"Stewing beef, 1 kilogram",6.62,1996-08-01
"Ground beef, 1 kilogram",3.56,1996-08-01
"Pork chops, 1 kilogram",9.66,1996-08-01
"Chicken, 1 kilogram",4.12,1996-08-01
"Bacon, 500 grams",3.66,1996-08-01
"Wieners, 450 grams",2.37,1996-08-01
"Canned salmon, 213 grams",3.63,1996-08-01
"Homogenized milk, 4 litres",,1996-08-01
"Partly skimmed milk, 4 litres",,1996-08-01
"Butter, 454 grams",2.85,1996-08-01
"Processed cheese slices, 250 grams",2.61,1996-08-01
"Evaporated milk, 385 millilitres",1.03,1996-08-01
"Eggs, 1 dozen",1.68,1996-08-01
"Bread, 675 grams",1.31,1996-08-01
"Soda crackers, 450 grams",1.99,1996-08-01
"Macaroni, 500 grams",1.02,1996-08-01
"Flour, 2.5 kilograms",3.75,1996-08-01
"Corn flakes, 675 grams",2.86,1996-08-01
"Apples, 1 kilogram",2.66,1996-08-01
"Bananas, 1 kilogram",1.23,1996-08-01
"Oranges, 1 kilogram",2.2,1996-08-01
"Apple juice, 1.36 litres",1.73,1996-08-01
"Orange juice, 1 litre",1.65,1996-08-01
"Carrots, 1 kilogram",1.21,1996-08-01
"Mushrooms, 1 kilogram",5.42,1996-08-01
"Onions, 1 kilogram",1.12,1996-08-01
"Potatoes, 4.54 kilograms",3.25,1996-08-01
"French fried potatoes, frozen, 1 kilogram",1.68,1996-08-01
"Baked beans, canned, 398 millilitres",0.77,1996-08-01
"Tomatoes, canned, 796 millilitres",1.2,1996-08-01
"Tomato juice, 1.36 litres",1.48,1996-08-01
"Ketchup, 1 litre",2.24,1996-08-01
"Sugar, white, 2 kilograms",2.05,1996-08-01
"Coffee, roasted, 300 grams",3.45,1996-08-01
"Coffee, instant, 200 grams",6.09,1996-08-01
Tea (72 bags),2.88,1996-08-01
"Cooking or salad oil, 1 litre",3.04,1996-08-01
"Soup, canned, 284 millilitres",0.74,1996-08-01
"Baby food, 128 millilitres",0.52,1996-08-01
"Peanut butter, 500 grams",2.59,1996-08-01
Paper towels (2 rolls),1.66,1996-08-01
Facial tissue (200 tissues),1.46,1996-08-01
Bathroom tissue (4 rolls),1.82,1996-08-01
"Shampoo, 300 millilitres",2.94,1996-08-01
"Deodorant, 60 grams",2.78,1996-08-01
"Toothpaste, 100 millilitres",1.3,1996-08-01
Cigarettes (200),31.4,1996-08-01
,,1996-09-01
"Round steak, 1 kilogram",9.32,1996-09-01
"Sirloin steak, 1 kilogram",10.25,1996-09-01
"Prime rib roast, 1 kilogram",11.96,1996-09-01
"Blade roast, 1 kilogram",6.19,1996-09-01
"Stewing beef, 1 kilogram",6.56,1996-09-01
"Ground beef, 1 kilogram",3.59,1996-09-01
"Pork chops, 1 kilogram",9.4,1996-09-01
"Chicken, 1 kilogram",4.34,1996-09-01
"Bacon, 500 grams",4.02,1996-09-01
"Wieners, 450 grams",2.42,1996-09-01
"Canned salmon, 213 grams",3.63,1996-09-01
"Homogenized milk, 4 litres",,1996-09-01
"Partly skimmed milk, 4 litres",,1996-09-01
"Butter, 454 grams",2.87,1996-09-01
"Processed cheese slices, 250 grams",2.63,1996-09-01
"Evaporated milk, 385 millilitres",1.03,1996-09-01
"Eggs, 1 dozen",1.74,1996-09-01
"Bread, 675 grams",1.34,1996-09-01
"Soda crackers, 450 grams",2.0,1996-09-01
"Macaroni, 500 grams",1.02,1996-09-01
"Flour, 2.5 kilograms",3.77,1996-09-01
"Corn flakes, 675 grams",2.99,1996-09-01
"Apples, 1 kilogram",2.63,1996-09-01
"Bananas, 1 kilogram",1.08,1996-09-01
"Oranges, 1 kilogram",2.27,1996-09-01
"Apple juice, 1.36 litres",1.76,1996-09-01
"Orange juice, 1 litre",1.67,1996-09-01
"Carrots, 1 kilogram",0.92,1996-09-01
"Mushrooms, 1 kilogram",5.57,1996-09-01
"Onions, 1 kilogram",1.02,1996-09-01
"Potatoes, 4.54 kilograms",2.59,1996-09-01
"French fried potatoes, frozen, 1 kilogram",1.66,1996-09-01
"Baked beans, canned, 398 millilitres",0.78,1996-09-01
"Tomatoes, canned, 796 millilitres",1.18,1996-09-01
"Tomato juice, 1.36 litres",1.51,1996-09-01
"Ketchup, 1 litre",2.31,1996-09-01
"Sugar, white, 2 kilograms",2.1,1996-09-01
"Coffee, roasted, 300 grams",3.41,1996-09-01
"Coffee, instant, 200 grams",5.93,1996-09-01
Tea (72 bags),2.91,1996-09-01
"Cooking or salad oil, 1 litre",3.1,1996-09-01
"Soup, canned, 284 millilitres",0.73,1996-09-01
"Baby food, 128 millilitres",0.52,1996-09-01
"Peanut butter, 500 grams",2.63,1996-09-01
Paper towels (2 rolls),1.63,1996-09-01
Facial tissue (200 tissues),1.42,1996-09-01
Bathroom tissue (4 rolls),1.82,1996-09-01
